tweet_id,user_id,tweet_timestamp,keyword,valence_intensity,fear_intensity,anger_intensity,happiness_intensity,sadness_intensity,sentiment,emotion
1221969184718032898,2946922237,"2020-01-27 17-32-11",wuhan,0.674,0.285,0.304,0.498,0.276,positive,happiness
1221969241701670912,2950306658,"2020-01-27 17-32-24",wuhan,0.476,0.44,0.34,0.326,0.339,negative,fear
1221969273997819904,160917563,"2020-01-27 17-32-32",wuhan,0.489,0.516,0.382,0.326,0.395,"neutral or mixed","no specific emotion"
1221970196275040256,849809548730916864,"2020-01-27 17-36-12",wuhan,0.457,0.478,0.425,0.296,0.412,negative,fear
1221970215375904768,3408977751,"2020-01-27 17-36-17",wuhan,0.436,0.511,0.429,0.245,0.428,negative,fear
1221970356669308929,1272752894,"2020-01-27 17-36-50",wuhan,0.636,0.371,0.392,0.517,0.347,positive,happiness
1221970414601150464,14361260,"2020-01-27 17-37-04",wuhan,0.375,0.508,0.49,0.151,0.439,negative,fear
1221970853539172352,1087286708,"2020-01-27 17-38-49",wuhan,0.433,0.44,0.427,0.33,0.453,negative,sadness
1221970898967724039,1113299454587736064,"2020-01-27 17-39-00",wuhan,0.376,0.488,0.45,0.206,0.462,negative,fear
1221971013946236928,16277448,"2020-01-27 17-39-27",wuhan,0.602,0.408,0.34,0.43,0.338,positive,happiness
1221971075866562561,2462147214,"2020-01-27 17-39-42",wuhan,0.486,0.426,0.481,0.351,0.445,"neutral or mixed","no specific emotion"
1221971145613881344,3405673858,"2020-01-27 17-39-58",wuhan,0.526,0.28,0.339,0.345,0.33,positive,happiness
1221971152551194624,46326721,"2020-01-27 17-40-00",wuhan,0.411,0.503,0.496,0.177,0.448,negative,fear
1221971289658650624,14553940,"2020-01-27 17-40-33",wuhan,0.432,0.582,0.422,0.259,0.396,negative,fear
1221971319308333056,968008274003005440,"2020-01-27 17-40-40",wuhan,0.467,0.584,0.404,0.322,0.391,negative,fear
1221972423911919616,14864163,"2020-01-27 17-45-03",wuhan,0.33,0.628,0.618,0.226,0.677,negative,sadness
1221972791630626817,27541346,"2020-01-27 17-46-31",wuhan,0.494,0.573,0.39,0.288,0.418,"neutral or mixed","no specific emotion"
1221972873419599875,787716783394398208,"2020-01-27 17-46-50",wuhan,0.528,0.34,0.352,0.337,0.367,positive,happiness
1221972942390730754,15815676,"2020-01-27 17-47-07",wuhan,0.429,0.681,0.376,0.317,0.431,negative,fear
1221973232074416128,2941994695,"2020-01-27 17-48-16",wuhan,0.295,0.554,0.552,0.188,0.563,"very negative",sadness
1221973426367320065,2706897576,"2020-01-27 17-49-02",wuhan,0.349,0.579,0.482,0.23,0.612,negative,sadness
1221973551533740037,23273932,"2020-01-27 17-49-32",wuhan,0.269,0.637,0.608,0.124,0.554,"very negative",fear
1221974185041387521,732922853981573120,"2020-01-27 17-52-03",wuhan,0.419,0.529,0.343,0.212,0.476,negative,fear
1221974202493702146,111332093,"2020-01-27 17-52-07",wuhan,0.357,0.69,0.525,0.146,0.511,negative,fear
1221974345708294144,336113916,"2020-01-27 17-52-41",wuhan,0.496,0.531,0.43,0.297,0.367,"neutral or mixed","no specific emotion"
1221974654937632769,108515163,"2020-01-27 17-53-55",wuhan,0.379,0.636,0.494,0.202,0.533,negative,fear
1221974854745960448,3914047581,"2020-01-27 17-54-43",wuhan,0.379,0.638,0.494,0.202,0.533,negative,fear
1221975022345973760,2462147214,"2020-01-27 17-55-23",wuhan,0.437,0.512,0.473,0.277,0.414,negative,fear
1221975098036555776,110790607,"2020-01-27 17-55-41",wuhan,0.44,0.511,0.44,0.288,0.399,negative,fear
1221975214096965632,73527299,"2020-01-27 17-56-08",wuhan,0.354,0.594,0.527,0.204,0.528,negative,fear
1221975517391290368,2199848958,"2020-01-27 17-57-21",wuhan,0.357,0.573,0.488,0.321,0.541,negative,fear
1221976866925531137,4426901,"2020-01-27 18-02-42",wuhan,0.403,0.465,0.455,0.186,0.418,negative,fear
1221978042773360640,961504257051521024,"2020-01-27 18-07-23",wuhan,0.552,0.439,0.394,0.436,0.368,positive,happiness
1221978076382408704,124996519,"2020-01-27 18-07-31",wuhan,0.426,0.475,0.447,0.231,0.391,negative,fear
1221979045589438464,305877707,"2020-01-27 18-11-22",wuhan,0.536,0.386,0.403,0.34,0.362,positive,happiness
1221979292688621570,813045919881003008,"2020-01-27 18-12-21",wuhan,0.476,0.405,0.371,0.349,0.4,negative,fear
1221979392244469760,3003946509,"2020-01-27 18-12-45",wuhan,0.396,0.648,0.48,0.212,0.473,negative,fear
1221979564282236928,1220097750064230401,"2020-01-27 18-13-26",wuhan,0.474,0.388,0.465,0.317,0.416,negative,anger
1221979801990258688,2204875680,"2020-01-27 18-14-22",wuhan,0.456,0.546,0.437,0.277,0.416,negative,fear
1221979903740055552,998998612456636416,"2020-01-27 18-14-46",wuhan,0.548,0.393,0.284,0.444,0.459,positive,happiness
1221979975047426050,1159400426049085441,"2020-01-27 18-15-03",wuhan,0.432,0.584,0.426,0.292,0.561,negative,fear
1221980063727357952,3003946509,"2020-01-27 18-15-25",wuhan,0.441,0.506,0.434,0.235,0.404,negative,fear
1221980196062015494,1151620699,"2020-01-27 18-15-56",wuhan,0.463,0.463,0.453,0.298,0.402,negative,fear
1221980354753572867,16383245,"2020-01-27 18-16-34",wuhan,0.545,0.383,0.38,0.4,0.368,positive,happiness
1221980462555504640,2604823056,"2020-01-27 18-17-00",wuhan,0.484,0.576,0.386,0.314,0.423,"neutral or mixed","no specific emotion"
1221980726779838464,30117361,"2020-01-27 18-18-03",wuhan,0.375,0.607,0.484,0.259,0.45,negative,fear
1221980980254314498,1171903614585135104,"2020-01-27 18-19-03",wuhan,0.343,0.438,0.488,0.185,0.446,negative,anger
1221981059950219264,497346905,"2020-01-27 18-19-22",wuhan,0.396,0.56,0.406,0.196,0.456,negative,fear
1221981080531521536,33050532,"2020-01-27 18-19-27",wuhan,0.379,0.637,0.494,0.202,0.533,negative,fear
1221981216749961216,17686264,"2020-01-27 18-20-00",wuhan,0.471,0.497,0.326,0.268,0.42,negative,fear
1221981568559996928,434167309,"2020-01-27 18-21-23",wuhan,0.535,0.432,0.41,0.363,0.366,positive,happiness
1221981811259125760,803061157405802497,"2020-01-27 18-22-21",wuhan,0.414,0.46,0.405,0.228,0.409,negative,fear
1221982095444103168,766378262259986437,"2020-01-27 18-23-29",wuhan,0.392,0.554,0.494,0.191,0.442,negative,fear
1221982219511779328,35255213,"2020-01-27 18-23-59",wuhan,0.425,0.461,0.464,0.272,0.358,negative,anger
1221982619862274050,220240498,"2020-01-27 18-25-34",wuhan,0.367,0.596,0.573,0.195,0.485,negative,fear
1221982947265433600,2329524181,"2020-01-27 18-26-52",wuhan,0.238,0.756,0.543,0.135,0.675,"very negative",fear
1221983148428447744,79383395,"2020-01-27 18-27-40",wuhan,0.452,0.436,0.468,0.334,0.512,negative,sadness
1221983363831156736,1581396571,"2020-01-27 18-28-31",wuhan,0.45,0.613,0.426,0.323,0.406,negative,fear
1221983830501928965,3414084118,"2020-01-27 18-30-23",wuhan,0.375,0.628,0.503,0.178,0.476,negative,fear
1221983910311145478,5654932,"2020-01-27 18-30-42",wuhan,0.302,0.724,0.545,0.184,0.605,negative,fear
1221983966074490885,2269297818,"2020-01-27 18-30-55",wuhan,0.462,0.555,0.362,0.295,0.421,negative,fear
1221984034269478915,28923013,"2020-01-27 18-31-11",wuhan,0.445,0.621,0.395,0.302,0.448,negative,fear
1221984034265300992,962725727950049281,"2020-01-27 18-31-11",wuhan,0.429,0.64,0.42,0.236,0.502,negative,fear
1221984045212373000,1030337821167349760,"2020-01-27 18-31-14",wuhan,0.517,0.471,0.418,0.3,0.33,"neutral or mixed","no specific emotion"
1221984096227942400,863724692485677056,"2020-01-27 18-31-26",wuhan,0.331,0.675,0.475,0.181,0.54,negative,fear
1221984172576858112,968049979645399041,"2020-01-27 18-31-44",wuhan,0.288,0.532,0.568,0.153,0.485,"very negative",anger
1221984361743958016,166885779,"2020-01-27 18-32-29",wuhan,0.402,0.745,0.437,0.286,0.503,negative,fear
1221984579814395905,31620549,"2020-01-27 18-33-21",wuhan,0.333,0.55,0.561,0.177,0.52,negative,anger
1221984623481114624,918459807790780417,"2020-01-27 18-33-32",wuhan,0.392,0.551,0.497,0.19,0.441,negative,fear
1221984795879714816,1069998538141122560,"2020-01-27 18-34-13",wuhan,0.399,0.47,0.509,0.278,0.429,negative,anger
1221985264609812481,21586723,"2020-01-27 18-36-05",wuhan,0.383,0.501,0.493,0.249,0.438,negative,fear
1221985335606947840,620074863,"2020-01-27 18-36-22",wuhan,0.342,0.574,0.46,0.185,0.461,negative,fear
1221985377684246530,787229556,"2020-01-27 18-36-32",wuhan,0.538,0.387,0.351,0.427,0.323,positive,happiness
1221985686397415424,2462147214,"2020-01-27 18-37-45",wuhan,0.416,0.534,0.484,0.245,0.495,negative,fear
1221985870506385408,3047986588,"2020-01-27 18-38-29",wuhan,0.461,0.556,0.465,0.325,0.418,negative,fear
1221985902806945793,106331966,"2020-01-27 18-38-37",wuhan,0.366,0.637,0.508,0.261,0.492,negative,fear
1221986072785301504,265825760,"2020-01-27 18-39-17",wuhan,0.416,0.379,0.414,0.255,0.39,negative,anger
1221986256122531842,47107118,"2020-01-27 18-40-01",wuhan,0.34,0.542,0.558,0.207,0.513,negative,anger
1221986316100878336,2732619157,"2020-01-27 18-40-15",wuhan,0.406,0.605,0.514,0.27,0.497,negative,fear
1221986710063439872,91499854,"2020-01-27 18-41-49",wuhan,0.431,0.556,0.482,0.29,0.468,negative,fear
1221987238352809984,128713577,"2020-01-27 18-43-55",wuhan,0.376,0.666,0.497,0.219,0.562,negative,fear
1221987559590518785,26498461,"2020-01-27 18-45-12",wuhan,0.462,0.557,0.426,0.337,0.407,negative,fear
1221987595753684994,811823288666075136,"2020-01-27 18-45-20",wuhan,0.455,0.417,0.444,0.326,0.427,negative,anger
1221987710824521728,966128021798342656,"2020-01-27 18-45-48",wuhan,0.403,0.563,0.466,0.244,0.428,negative,fear
1221987827195502592,1408505041,"2020-01-27 18-46-16",wuhan,0.519,0.458,0.37,0.364,0.37,"neutral or mixed","no specific emotion"
1221987998566436864,720952362886533120,"2020-01-27 18-46-56",wuhan,0.534,0.407,0.366,0.373,0.331,positive,happiness
1221988264099188736,21094888,"2020-01-27 18-48-00",wuhan,0.5,0.5,0.409,0.359,0.404,"neutral or mixed","no specific emotion"
1221988492659564544,863724692485677056,"2020-01-27 18-48-54",wuhan,0.326,0.657,0.471,0.159,0.592,negative,fear
1221988960345427970,15627848,"2020-01-27 18-50-46",wuhan,0.363,0.577,0.487,0.181,0.408,negative,fear
1221989408741588992,46534537,"2020-01-27 18-52-33",wuhan,0.434,0.488,0.359,0.249,0.382,negative,fear
1221989469810647042,973379959732322304,"2020-01-27 18-52-47",wuhan,0.405,0.548,0.506,0.273,0.413,negative,fear
1221989724203757568,904195816335794176,"2020-01-27 18-53-48",wuhan,0.473,0.487,0.38,0.279,0.346,negative,fear
1221990418520465409,885163109492633600,"2020-01-27 18-56-33",wuhan,0.443,0.465,0.366,0.296,0.434,negative,fear
1221990498933579776,2876041031,"2020-01-27 18-56-53",wuhan,0.391,0.551,0.478,0.246,0.501,negative,fear
1221990735509061633,1260426925,"2020-01-27 18-57-49",wuhan,0.39,0.446,0.462,0.213,0.432,negative,anger
1221990733768511488,606626730,"2020-01-27 18-57-49",wuhan,0.53,0.424,0.467,0.321,0.431,positive,happiness
1221990759290691584,973379959732322304,"2020-01-27 18-57-55",wuhan,0.42,0.511,0.474,0.242,0.442,negative,fear
1221990806950531074,1059335766,"2020-01-27 18-58-06",wuhan,0.501,0.449,0.384,0.359,0.387,"neutral or mixed","no specific emotion"
1221991183616020480,1072293222054064128,"2020-01-27 18-59-36",wuhan,0.534,0.383,0.357,0.366,0.343,positive,happiness
1221991232093601792,15654137,"2020-01-27 18-59-47",wuhan,0.542,0.394,0.303,0.343,0.379,positive,happiness
1221991242466119680,66150738,"2020-01-27 18-59-50",wuhan,0.371,0.503,0.424,0.137,0.407,negative,fear
1221991346438799360,1101435367885078528,"2020-01-27 19-00-15",wuhan,0.49,0.335,0.429,0.289,0.371,"neutral or mixed","no specific emotion"
1221991524180865025,4657505381,"2020-01-27 19-00-57",wuhan,0.405,0.491,0.487,0.214,0.451,negative,fear
1221991578060906496,47225502,"2020-01-27 19-01-10",wuhan,0.513,0.417,0.403,0.388,0.359,"neutral or mixed","no specific emotion"
1221991582431358976,15410586,"2020-01-27 19-01-11",wuhan,0.345,0.671,0.598,0.221,0.533,negative,fear
1221991982123274241,803410043727151105,"2020-01-27 19-02-46",wuhan,0.319,0.625,0.5,0.162,0.51,negative,fear
1221992163476635650,2680480364,"2020-01-27 19-03-29",wuhan,0.325,0.573,0.527,0.151,0.546,negative,fear
1221992800905879554,4614714401,"2020-01-27 19-06-01",wuhan,0.296,0.537,0.57,0.189,0.487,"very negative",anger
1221992812125790208,87665531,"2020-01-27 19-06-04",wuhan,0.482,0.539,0.348,0.308,0.396,"neutral or mixed","no specific emotion"
1221993114916749312,863724692485677056,"2020-01-27 19-07-16",wuhan,0.53,0.455,0.349,0.412,0.391,positive,happiness
1221993603079319553,64574058,"2020-01-27 19-09-13",wuhan,0.51,0.47,0.405,0.334,0.366,"neutral or mixed","no specific emotion"
1221994163853570050,304718028,"2020-01-27 19-11-26",wuhan,0.386,0.639,0.482,0.208,0.456,negative,fear
1221994355310964737,259986539,"2020-01-27 19-12-12",wuhan,0.61,0.29,0.29,0.432,0.271,positive,happiness
1221994566968139778,284742679,"2020-01-27 19-13-02",wuhan,0.377,0.71,0.462,0.22,0.524,negative,fear
1221994953473175557,4259738554,"2020-01-27 19-14-35",wuhan,0.52,0.445,0.352,0.323,0.388,"neutral or mixed","no specific emotion"
1221995207647875073,52247328,"2020-01-27 19-15-35",wuhan,0.39,0.505,0.489,0.187,0.386,negative,fear
1221995255785852928,1156150488393404416,"2020-01-27 19-15-47",wuhan,0.426,0.58,0.441,0.237,0.385,negative,fear
1221995714256998400,164403088,"2020-01-27 19-17-36",wuhan,0.453,0.507,0.462,0.301,0.44,negative,fear
1221996289107296257,15294170,"2020-01-27 19-19-53",wuhan,0.4,0.545,0.535,0.221,0.479,negative,fear
1221996414550413313,106247388,"2020-01-27 19-20-23",wuhan,0.55,0.374,0.402,0.352,0.39,positive,happiness
1221996498159837185,144703320,"2020-01-27 19-20-43",wuhan,0.391,0.493,0.473,0.169,0.422,negative,fear
1221996800766246912,23273932,"2020-01-27 19-21-55",wuhan,0.326,0.528,0.628,0.188,0.494,negative,anger
1221996807527583746,221381937,"2020-01-27 19-21-57",wuhan,0.462,0.579,0.356,0.274,0.416,negative,fear
1221997354603237376,90299114,"2020-01-27 19-24-07",wuhan,0.551,0.336,0.322,0.391,0.36,positive,happiness
1221997858347520001,948676652434935808,"2020-01-27 19-26-07",wuhan,0.498,0.608,0.375,0.376,0.43,"neutral or mixed","no specific emotion"
1221997957559402496,1431031490,"2020-01-27 19-26-31",wuhan,0.292,0.724,0.496,0.151,0.574,"very negative",fear
1221998267191291905,554993022,"2020-01-27 19-27-45",wuhan,0.317,0.67,0.61,0.288,0.56,negative,fear
1221998329984319488,863724692485677056,"2020-01-27 19-28-00",wuhan,0.368,0.557,0.428,0.173,0.473,negative,fear
1221998553305899009,24928809,"2020-01-27 19-28-53",wuhan,0.453,0.583,0.463,0.307,0.448,negative,fear
1221998896941076480,3112421878,"2020-01-27 19-30-15",wuhan,0.363,0.573,0.494,0.246,0.442,negative,fear
1221999198515580930,47828977,"2020-01-27 19-31-27",wuhan,0.389,0.654,0.522,0.162,0.445,negative,fear
1221999406205034496,47791337,"2020-01-27 19-32-16",wuhan,0.413,0.581,0.453,0.29,0.486,negative,fear
1221999403545890821,427272900,"2020-01-27 19-32-16",wuhan,0.383,0.591,0.466,0.223,0.487,negative,fear
1221999959345696768,188198396,"2020-01-27 19-34-28",wuhan,0.634,0.387,0.35,0.412,0.281,positive,happiness
1222000493544660992,1124421806574620673,"2020-01-27 19-36-35",wuhan,0.466,0.61,0.394,0.349,0.463,negative,fear
1222000494400491521,1161110294594314241,"2020-01-27 19-36-36",wuhan,0.421,0.424,0.474,0.337,0.418,negative,anger
1222001230144081921,19513873,"2020-01-27 19-39-31",wuhan,0.469,0.461,0.417,0.321,0.437,negative,fear
1222001535804231680,1129348643406995457,"2020-01-27 19-40-44",wuhan,0.379,0.526,0.448,0.3,0.445,negative,fear
1222001766335700992,144703320,"2020-01-27 19-41-39",wuhan,0.369,0.57,0.491,0.16,0.521,negative,fear
1222002643738021888,1166864006835052545,"2020-01-27 19-45-08",wuhan,0.339,0.477,0.477,0.205,0.469,negative,anger
1222002701761949696,1019082963349368832,"2020-01-27 19-45-22",wuhan,0.51,0.531,0.401,0.397,0.382,"neutral or mixed","no specific emotion"
1222002797048147968,15294170,"2020-01-27 19-45-45",wuhan,0.421,0.54,0.376,0.23,0.446,negative,fear
1222003453830090752,4230444820,"2020-01-27 19-48-21",wuhan,0.509,0.44,0.435,0.3,0.394,"neutral or mixed","no specific emotion"
1222003507173060608,14228899,"2020-01-27 19-48-34",wuhan,0.52,0.458,0.402,0.356,0.404,"neutral or mixed","no specific emotion"
1222003580594421760,53712478,"2020-01-27 19-48-51",wuhan,0.57,0.373,0.358,0.411,0.339,positive,happiness
1222003641671802881,91453718,"2020-01-27 19-49-06",wuhan,0.317,0.592,0.547,0.158,0.587,negative,fear
1222003758000828418,1060599759285641216,"2020-01-27 19-49-34",wuhan,0.518,0.389,0.404,0.317,0.435,"neutral or mixed","no specific emotion"
1222004734300708864,473082618,"2020-01-27 19-53-27",wuhan,0.367,0.395,0.498,0.174,0.442,negative,anger
1222004782883164161,943595384282103808,"2020-01-27 19-53-38",wuhan,0.409,0.376,0.334,0.197,0.409,negative,sadness
1222005172592836609,806538357257998336,"2020-01-27 19-55-11",wuhan,0.523,0.441,0.434,0.39,0.368,positive,happiness
1222005361864871937,3223842133,"2020-01-27 19-55-56",wuhan,0.436,0.494,0.449,0.29,0.411,negative,fear
1222006105523417089,1219207592750149633,"2020-01-27 19-58-53",wuhan,0.4,0.545,0.397,0.276,0.426,negative,fear
1222006384256000000,2596329283,"2020-01-27 20-00-00",wuhan,0.318,0.572,0.523,0.151,0.552,negative,fear
1222006921051430914,1529009664,"2020-01-27 20-02-08",wuhan,0.502,0.43,0.339,0.296,0.362,"neutral or mixed","no specific emotion"
1222007065205526529,31513099,"2020-01-27 20-02-42",wuhan,0.412,0.404,0.493,0.232,0.424,negative,anger
1222007463001513984,3305540900,"2020-01-27 20-04-17",wuhan,0.36,0.656,0.487,0.232,0.511,negative,fear
1222007774206279685,870358709670522880,"2020-01-27 20-05-31",wuhan,0.392,0.689,0.462,0.267,0.459,negative,fear
1222008288847581184,14027452,"2020-01-27 20-07-34",wuhan,0.473,0.574,0.413,0.301,0.392,negative,fear
1222008518175338496,1066482170481598464,"2020-01-27 20-08-29",wuhan,0.399,0.596,0.52,0.26,0.5,negative,fear
1222008600136044544,446831880,"2020-01-27 20-08-48",wuhan,0.379,0.637,0.494,0.202,0.533,negative,fear
1222008922661433345,51951037,"2020-01-27 20-10-05",wuhan,0.435,0.513,0.46,0.266,0.421,negative,fear
1222009851943051267,70211356,"2020-01-27 20-13-47",wuhan,0.484,0.556,0.436,0.332,0.418,"neutral or mixed","no specific emotion"
1222009963842887680,798050996555386880,"2020-01-27 20-14-13",wuhan,0.456,0.451,0.314,0.273,0.383,negative,fear
1222010054368354305,21345227,"2020-01-27 20-14-35",wuhan,0.351,0.469,0.526,0.184,0.492,negative,anger
1222010213554966533,633068722,"2020-01-27 20-15-13",wuhan,0.292,0.669,0.43,0.135,0.55,"very negative",fear
1222010394845175808,14766035,"2020-01-27 20-15-56",wuhan,0.417,0.597,0.419,0.251,0.454,negative,fear
1222011186331283456,1053388463905562624,"2020-01-27 20-19-05",wuhan,0.37,0.514,0.514,0.181,0.451,negative,anger
1222011288949313536,4383539753,"2020-01-27 20-19-29",wuhan,0.411,0.688,0.41,0.264,0.477,negative,fear
1222011633582522369,2546590399,"2020-01-27 20-20-51",wuhan,0.484,0.54,0.443,0.302,0.459,"neutral or mixed","no specific emotion"
1222012046906019841,4753408141,"2020-01-27 20-22-30",wuhan,0.352,0.572,0.572,0.159,0.527,negative,anger
1222012128292302848,17340400,"2020-01-27 20-22-49",wuhan,0.427,0.485,0.487,0.267,0.497,negative,sadness
1222012192180047872,1016880626098688000,"2020-01-27 20-23-05",wuhan,0.396,0.624,0.457,0.23,0.491,negative,fear
1222012305795248131,24431556,"2020-01-27 20-23-32",wuhan,0.389,0.569,0.47,0.18,0.486,negative,fear
1222012393464578048,173022209,"2020-01-27 20-23-53",wuhan,0.426,0.608,0.462,0.257,0.476,negative,fear
1222012694011629568,86732334,"2020-01-27 20-25-04",wuhan,0.384,0.572,0.358,0.195,0.453,negative,fear
1222012731433406465,1150506436151128065,"2020-01-27 20-25-13",wuhan,0.423,0.643,0.55,0.388,0.507,negative,fear
1222012890388975616,418329341,"2020-01-27 20-25-51",wuhan,0.447,0.651,0.434,0.27,0.468,negative,fear
1222013054113718273,722982356,"2020-01-27 20-26-30",wuhan,0.361,0.653,0.4,0.218,0.471,negative,fear
1222013655765532672,1315651994,"2020-01-27 20-28-54",wuhan,0.489,0.404,0.455,0.346,0.389,"neutral or mixed","no specific emotion"
1222014210097344512,88007463,"2020-01-27 20-31-06",wuhan,0.535,0.353,0.277,0.335,0.266,positive,happiness
1222014555317927936,4113647331,"2020-01-27 20-32-28",wuhan,0.422,0.58,0.424,0.245,0.419,negative,fear
1222015008747524096,77591691,"2020-01-27 20-34-16",wuhan,0.42,0.615,0.45,0.288,0.445,negative,fear
1222015243754377216,2689817628,"2020-01-27 20-35-12",wuhan,0.354,0.503,0.578,0.224,0.573,negative,anger
1222015382065766400,18247597,"2020-01-27 20-35-45",wuhan,0.429,0.581,0.443,0.25,0.442,negative,fear
1222015975169675266,722635060856406018,"2020-01-27 20-38-07",wuhan,0.574,0.356,0.369,0.437,0.37,positive,happiness
1222016306066661376,18381092,"2020-01-27 20-39-25",wuhan,0.302,0.609,0.594,0.158,0.54,negative,fear
1222016649261461504,636562043,"2020-01-27 20-40-47",wuhan,0.619,0.257,0.253,0.399,0.247,positive,happiness
1222016835161350144,9763482,"2020-01-27 20-41-32",wuhan,0.417,0.552,0.431,0.259,0.464,negative,fear
1222017434925912065,181039052,"2020-01-27 20-43-55",wuhan,0.444,0.511,0.386,0.273,0.416,negative,fear
1222017474780172289,367937144,"2020-01-27 20-44-04",wuhan,0.462,0.649,0.369,0.29,0.482,negative,fear
1222017569231720448,864918676788719616,"2020-01-27 20-44-27",wuhan,0.472,0.326,0.43,0.273,0.402,negative,anger
1222017727516356608,44976030,"2020-01-27 20-45-04",wuhan,0.386,0.419,0.515,0.262,0.426,negative,anger
1222017724227801088,3184713061,"2020-01-27 20-45-04",wuhan,0.527,0.486,0.397,0.314,0.419,positive,happiness
1222017837834948608,29118526,"2020-01-27 20-45-31",wuhan,0.569,0.362,0.315,0.452,0.299,positive,happiness
1222018380841934848,47107118,"2020-01-27 20-47-40",wuhan,0.344,0.574,0.488,0.199,0.515,negative,fear
1222018501709385728,889148948790865921,"2020-01-27 20-48-09",wuhan,0.54,0.347,0.394,0.407,0.294,positive,happiness
1222018514749468672,201943109,"2020-01-27 20-48-12",wuhan,0.373,0.444,0.538,0.245,0.461,negative,anger
1222018657754210305,48482390,"2020-01-27 20-48-46",wuhan,0.65,0.246,0.321,0.583,0.275,positive,happiness
1222018837001822208,28064611,"2020-01-27 20-49-29",wuhan,0.532,0.519,0.374,0.359,0.365,positive,happiness
1222019391245537281,66185093,"2020-01-27 20-51-41",wuhan,0.406,0.529,0.494,0.271,0.434,negative,fear
1222021462359306240,1149747679745863680,"2020-01-27 20-59-55",wuhan,0.446,0.399,0.402,0.238,0.348,negative,anger
1222021637303930880,790019230389248000,"2020-01-27 21-00-37",wuhan,0.49,0.53,0.379,0.357,0.394,"neutral or mixed","no specific emotion"
1222021709789679616,1026037087990992896,"2020-01-27 21-00-54",wuhan,0.317,0.673,0.516,0.246,0.532,negative,fear
1222021884839153665,20016443,"2020-01-27 21-01-36",wuhan,0.378,0.485,0.531,0.212,0.429,negative,anger
1222022163927990274,782620709977661440,"2020-01-27 21-02-42",wuhan,0.425,0.618,0.44,0.291,0.472,negative,fear
1222022188921786369,18210270,"2020-01-27 21-02-48",wuhan,0.496,0.537,0.421,0.373,0.402,"neutral or mixed","no specific emotion"
1222022341208805376,953030937297784832,"2020-01-27 21-03-24",wuhan,0.431,0.44,0.436,0.241,0.37,negative,fear
1222023159316123649,1042951237220687873,"2020-01-27 21-06-39",wuhan,0.432,0.561,0.481,0.339,0.479,negative,fear
1222023698351132672,1166161061835264000,"2020-01-27 21-08-48",wuhan,0.42,0.43,0.359,0.266,0.354,negative,fear
1222023773517467648,977389110926172160,"2020-01-27 21-09-06",wuhan,0.476,0.397,0.321,0.369,0.382,negative,fear
1222023921483960321,101398186,"2020-01-27 21-09-41",wuhan,0.435,0.611,0.433,0.314,0.471,negative,fear
1222024008566218757,36607254,"2020-01-27 21-10-02",wuhan,0.388,0.618,0.489,0.234,0.506,negative,fear
1222025078130593792,1169369104857337856,"2020-01-27 21-14-17",wuhan,0.335,0.516,0.492,0.147,0.49,negative,fear
